id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,period_yield_pct,opening_euro_value_cumsum,growth_factor,cumulative_growth,period_yield_pct_cumprod
205,Európai részvény eszközalap,2025-06-13,2.5238,2025-06-14,2.4953,-0.0113,27.9539,0.9887,0.993,-0.7
206,Európai vállalati kötvény eszközalap,2025-06-13,1.3169,2025-06-14,1.3126,-0.0032,14.4371,0.9968,0.9972,-0.28
207,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-13,1.0317,2025-06-14,1.0204,-0.0109,11.3492,0.9891,0.998,-0.2
208,Fejlõdõ ázsiai részvény eszközalap,2025-06-13,1.9879,2025-06-14,1.9842,-0.0019,21.6566,0.9981,1.0232,2.32
209,Fenntartható növekedés részvény eszk.,2025-06-13,3.016,2025-06-14,2.9848,-0.0103,33.4247,0.9897,0.9943,-0.57
210,Globális egészségügyi részvény eszk.,2025-06-13,3.2459,2025-06-14,3.2484,0.0008,35.2978,1.0008,1.026,2.6
211,Globális növekedési részvény eszközalap,2025-06-13,2.2603,2025-06-14,2.2411,-0.0085,25.1343,0.9915,0.9874,-1.26
212,Kiegyensúlyozott vegyes eszközalap - D,2025-06-13,1.3734,2025-06-14,1.3651,-0.006,15.1038,0.994,0.9949,-0.51
213,Latin-amerikai részvény eszközalap,2025-06-13,1.0894,2025-06-14,1.0807,-0.008,12.0103,0.992,0.9944,-0.56
214,Magas kötvény arányú vegyes eszk. - D,2025-06-13,1.0953,2025-06-14,1.0898,-0.005,12.0262,0.995,0.9954,-0.46
215,Magas védelmû vegyes eszközalap,2025-06-13,1.0915,2025-06-14,1.0884,-0.0028,12.0255,0.9972,0.9973,-0.27
216,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-13,3.2431,2025-06-14,3.2438,0.0002,36.2337,1.0002,0.9812,-1.88
217,Nyersanyagpiaci részvény eszközalap,2025-06-13,1.3134,2025-06-14,1.3122,-0.001,14.5355,0.999,0.9984,-0.16
218,Presztízs- és luxusmárkák rv. ea.,2025-06-13,3.3246,2025-06-14,3.2661,-0.0176,36.9517,0.9824,0.967,-3.3
219,USA részvény eszközalap,2025-06-13,4.1246,2025-06-14,4.0859,-0.0094,45.7467,0.9906,0.991,-0.9
220,Ázsia kötvény eszközalap,2025-06-13,2.2139,2025-06-14,2.2158,0.0009,24.5314,1.0009,0.9947,-0.53
221,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-14,0.9212,2025-06-14,0.9212,0.0,11.0979,1.0,0.9975,-0.25
222,Euró likviditás eszközalap - D,2025-06-14,0.9239,2025-06-14,0.9239,0.0,11.0904,1.0,0.9985,-0.15
223,Európai ingatlancégek részv. eszközalap,2025-06-14,1.8682,2025-06-14,1.8682,0.0,22.6867,1.0,0.9681,-3.19
224,Európai kötvény eszközalap - D,2025-06-14,1.2323,2025-06-14,1.2323,0.0,14.795,1.0,0.9958,-0.42
225,Európai részvény eszközalap,2025-06-14,2.4953,2025-06-14,2.4953,0.0,30.4492,1.0,0.993,-0.7
226,Európai vállalati kötvény eszközalap,2025-06-14,1.3126,2025-06-14,1.3126,0.0,15.7497,1.0,0.9972,-0.28
227,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-14,1.0204,2025-06-14,1.0204,0.0,12.3696,1.0,0.998,-0.2
228,Fejlõdõ ázsiai részvény eszközalap,2025-06-14,1.9842,2025-06-14,1.9842,0.0,23.6408,1.0,1.0232,2.32
229,Fenntartható növekedés részvény eszk.,2025-06-14,2.9848,2025-06-14,2.9848,0.0,36.4095,1.0,0.9943,-0.57
230,Globális egészségügyi részvény eszk.,2025-06-14,3.2484,2025-06-14,3.2484,0.0,38.5462,1.0,1.026,2.6
231,Globális növekedési részvény eszközalap,2025-06-14,2.2411,2025-06-14,2.2411,0.0,27.3754,1.0,0.9874,-1.26
232,Kiegyensúlyozott vegyes eszközalap - D,2025-06-14,1.3651,2025-06-14,1.3651,0.0,16.4689,1.0,0.9949,-0.51
233,Latin-amerikai részvény eszközalap,2025-06-14,1.0807,2025-06-14,1.0807,0.0,13.091,1.0,0.9944,-0.56
234,Magas kötvény arányú vegyes eszk. - D,2025-06-14,1.0898,2025-06-14,1.0898,0.0,13.116,1.0,0.9954,-0.46
235,Magas védelmû vegyes eszközalap,2025-06-14,1.0884,2025-06-14,1.0884,0.0,13.1139,1.0,0.9973,-0.27
236,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-14,3.2438,2025-06-14,3.2438,0.0,39.4775,1.0,0.9812,-1.88
237,Nyersanyagpiaci részvény eszközalap,2025-06-14,1.3122,2025-06-14,1.3122,0.0,15.8477,1.0,0.9984,-0.16
238,Presztízs- és luxusmárkák rv. ea.,2025-06-14,3.2661,2025-06-14,3.2661,0.0,40.2178,1.0,0.967,-3.3
239,USA részvény eszközalap,2025-06-14,4.0859,2025-06-14,4.0859,0.0,49.8326,1.0,0.991,-0.9
240,Ázsia kötvény eszközalap,2025-06-14,2.2158,2025-06-14,2.2158,0.0,26.7472,1.0,0.9947,-0.53
241,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-15,0.9212,2025-06-15,0.9212,0.0,12.0191,1.0,0.9975,-0.25
242,Euró likviditás eszközalap - D,2025-06-15,0.9239,2025-06-15,0.9239,0.0,12.0143,1.0,0.9985,-0.15
243,Európai ingatlancégek részv. eszközalap,2025-06-15,1.8682,2025-06-15,1.8682,0.0,24.5549,1.0,0.9681,-3.19
244,Európai kötvény eszközalap - D,2025-06-15,1.2323,2025-06-15,1.2323,0.0,16.0273,1.0,0.9958,-0.42
245,Európai részvény eszközalap,2025-06-15,2.4953,2025-06-15,2.4953,0.0,32.9445,1.0,0.993,-0.7
246,Európai vállalati kötvény eszközalap,2025-06-15,1.3126,2025-06-15,1.3126,0.0,17.0623,1.0,0.9972,-0.28
247,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-15,1.0204,2025-06-15,1.0204,0.0,13.39,1.0,0.998,-0.2
248,Fejlõdõ ázsiai részvény eszközalap,2025-06-15,1.9842,2025-06-15,1.9842,0.0,25.625,1.0,1.0232,2.32
249,Fenntartható növekedés részvény eszk.,2025-06-15,2.9848,2025-06-15,2.9848,0.0,39.3943,1.0,0.9943,-0.57
250,Globális egészségügyi részvény eszk.,2025-06-15,3.2484,2025-06-15,3.2484,0.0,41.7946,1.0,1.026,2.6
251,Globális növekedési részvény eszközalap,2025-06-15,2.2411,2025-06-15,2.2411,0.0,29.6165,1.0,0.9874,-1.26
252,Kiegyensúlyozott vegyes eszközalap - D,2025-06-15,1.3651,2025-06-15,1.3651,0.0,17.834,1.0,0.9949,-0.51
253,Latin-amerikai részvény eszközalap,2025-06-15,1.0807,2025-06-15,1.0807,0.0,14.1717,1.0,0.9944,-0.56
254,Magas kötvény arányú vegyes eszk. - D,2025-06-15,1.0898,2025-06-15,1.0898,0.0,14.2058,1.0,0.9954,-0.46
255,Magas védelmû vegyes eszközalap,2025-06-15,1.0884,2025-06-15,1.0884,0.0,14.2023,1.0,0.9973,-0.27
256,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-15,3.2438,2025-06-15,3.2438,0.0,42.7213,1.0,0.9812,-1.88
257,Nyersanyagpiaci részvény eszközalap,2025-06-15,1.3122,2025-06-15,1.3122,0.0,17.1599,1.0,0.9984,-0.16
258,Presztízs- és luxusmárkák rv. ea.,2025-06-15,3.2661,2025-06-15,3.2661,0.0,43.4839,1.0,0.967,-3.3
259,USA részvény eszközalap,2025-06-15,4.0859,2025-06-15,4.0859,0.0,53.9185,1.0,0.991,-0.9
260,Ázsia kötvény eszközalap,2025-06-15,2.2158,2025-06-15,2.2158,0.0,28.963,1.0,0.9947,-0.53
261,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-16,0.9212,2025-06-16,0.9212,0.0,12.9403,1.0,0.9975,-0.25
262,Euró likviditás eszközalap - D,2025-06-16,0.9239,2025-06-16,0.9239,0.0,12.9382,1.0,0.9985,-0.15
263,Európai ingatlancégek részv. eszközalap,2025-06-16,1.8682,2025-06-16,1.8682,0.0,26.4231,1.0,0.9681,-3.19
264,Európai kötvény eszközalap - D,2025-06-16,1.2323,2025-06-16,1.2323,0.0,17.2596,1.0,0.9958,-0.42
265,Európai részvény eszközalap,2025-06-16,2.4953,2025-06-16,2.4953,0.0,35.4398,1.0,0.993,-0.7
266,Európai vállalati kötvény eszközalap,2025-06-16,1.3126,2025-06-16,1.3126,0.0,18.3749,1.0,0.9972,-0.28
267,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-16,1.0204,2025-06-16,1.0204,0.0,14.4104,1.0,0.998,-0.2
268,Fejlõdõ ázsiai részvény eszközalap,2025-06-16,1.9842,2025-06-16,1.9842,0.0,27.6092,1.0,1.0232,2.32
269,Fenntartható növekedés részvény eszk.,2025-06-16,2.9848,2025-06-16,2.9848,0.0,42.3791,1.0,0.9943,-0.57
270,Globális egészségügyi részvény eszk.,2025-06-16,3.2484,2025-06-16,3.2484,0.0,45.043,1.0,1.026,2.6
271,Globális növekedési részvény eszközalap,2025-06-16,2.2411,2025-06-16,2.2411,0.0,31.8576,1.0,0.9874,-1.26
272,Kiegyensúlyozott vegyes eszközalap - D,2025-06-16,1.3651,2025-06-16,1.3651,0.0,19.1991,1.0,0.9949,-0.51
273,Latin-amerikai részvény eszközalap,2025-06-16,1.0807,2025-06-16,1.0807,0.0,15.2524,1.0,0.9944,-0.56
274,Magas kötvény arányú vegyes eszk. - D,2025-06-16,1.0898,2025-06-16,1.0898,0.0,15.2956,1.0,0.9954,-0.46
275,Magas védelmû vegyes eszközalap,2025-06-16,1.0884,2025-06-16,1.0884,0.0,15.2907,1.0,0.9973,-0.27
276,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-16,3.2438,2025-06-16,3.2438,0.0,45.9651,1.0,0.9812,-1.88
277,Nyersanyagpiaci részvény eszközalap,2025-06-16,1.3122,2025-06-16,1.3122,0.0,18.4721,1.0,0.9984,-0.16
278,Presztízs- és luxusmárkák rv. ea.,2025-06-16,3.2661,2025-06-16,3.2661,0.0,46.75,1.0,0.967,-3.3
279,USA részvény eszközalap,2025-06-16,4.0859,2025-06-16,4.0859,0.0,58.0044,1.0,0.991,-0.9
280,Ázsia kötvény eszközalap,2025-06-16,2.2158,2025-06-16,2.2158,0.0,31.1788,1.0,0.9947,-0.53
281,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-17,0.9224,2025-06-18,0.9217,-0.0007,13.8627,0.9993,0.9968,-0.32
282,Euró likviditás eszközalap - D,2025-06-17,0.9243,2025-06-18,0.9239,-0.0004,13.8625,0.9996,0.9981,-0.19
283,Európai ingatlancégek részv. eszközalap,2025-06-17,1.8854,2025-06-18,1.8938,0.0044,28.3085,1.0044,0.9724,-2.76
284,Európai kötvény eszközalap - D,2025-06-17,1.2337,2025-06-18,1.2325,-0.001,18.4933,0.999,0.9948,-0.52
285,Európai részvény eszközalap,2025-06-17,2.5147,2025-06-18,2.4911,-0.0094,37.9545,0.9906,0.9837,-1.63
286,Európai vállalati kötvény eszközalap,2025-06-17,1.3144,2025-06-18,1.3135,-0.0007,19.6893,0.9993,0.9965,-0.35
287,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-17,1.0249,2025-06-18,1.023,-0.0018,15.4353,0.9982,0.9962,-0.38
288,Fejlõdõ ázsiai részvény eszközalap,2025-06-17,2.0007,2025-06-18,2.0015,0.0004,29.6099,1.0004,1.0236,2.36
289,Fenntartható növekedés részvény eszk.,2025-06-17,2.9957,2025-06-18,2.9859,-0.0033,45.3748,0.9967,0.991,-0.9
290,Globális egészségügyi részvény eszk.,2025-06-17,3.2481,2025-06-18,3.1961,-0.016,48.2911,0.984,1.0096,0.96
291,Globális növekedési részvény eszközalap,2025-06-17,2.2511,2025-06-18,2.2384,-0.0056,34.1087,0.9944,0.9818,-1.82
292,Kiegyensúlyozott vegyes eszközalap - D,2025-06-17,1.3665,2025-06-18,1.3653,-0.0009,20.5656,0.9991,0.994,-0.6
293,Latin-amerikai részvény eszközalap,2025-06-17,1.0961,2025-06-18,1.0906,-0.0051,16.3485,0.9949,0.9893,-1.07
294,Magas kötvény arányú vegyes eszk. - D,2025-06-17,1.0908,2025-06-18,1.09,-0.0007,16.3864,0.9993,0.9947,-0.53
295,Magas védelmû vegyes eszközalap,2025-06-17,1.0904,2025-06-18,1.0888,-0.0015,16.3811,0.9985,0.9958,-0.42
296,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-17,3.2216,2025-06-18,3.2205,-0.0004,49.1867,0.9996,0.9808,-1.92
297,Nyersanyagpiaci részvény eszközalap,2025-06-17,1.3096,2025-06-18,1.3037,-0.0045,19.7817,0.9955,0.9939,-0.61
298,Presztízs- és luxusmárkák rv. ea.,2025-06-17,3.3085,2025-06-18,3.2877,-0.0063,50.0585,0.9937,0.9609,-3.91
299,USA részvény eszközalap,2025-06-17,4.1068,2025-06-18,4.0948,-0.0029,62.1112,0.9971,0.9881,-1.19
300,Ázsia kötvény eszközalap,2025-06-17,2.2028,2025-06-18,2.2101,0.0033,33.3816,1.0033,0.998,-0.2
301,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-18,0.9217,2025-06-19,0.9217,0.0,14.7844,1.0,0.9968,-0.32
302,Euró likviditás eszközalap - D,2025-06-18,0.9239,2025-06-19,0.9242,0.0003,14.7864,1.0003,0.9984,-0.16
303,Európai ingatlancégek részv. eszközalap,2025-06-18,1.8938,2025-06-19,1.9122,0.0097,30.2023,1.0097,0.9818,-1.82
304,Európai kötvény eszközalap - D,2025-06-18,1.2325,2025-06-19,1.2348,0.0019,19.7258,1.0019,0.9967,-0.33
305,Európai részvény eszközalap,2025-06-18,2.4911,2025-06-19,2.4795,-0.0047,40.4456,0.9953,0.9791,-2.09
306,Európai vállalati kötvény eszközalap,2025-06-18,1.3135,2025-06-19,1.3149,0.0011,21.0028,1.0011,0.9976,-0.24
307,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-18,1.023,2025-06-19,1.0194,-0.0036,16.4583,0.9964,0.9926,-0.74
308,Fejlõdõ ázsiai részvény eszközalap,2025-06-18,2.0015,2025-06-19,1.9917,-0.0049,31.6114,0.9951,1.0186,1.86
309,Fenntartható növekedés részvény eszk.,2025-06-18,2.9859,2025-06-19,2.9803,-0.0019,48.3607,0.9981,0.9891,-1.09
310,Globális egészségügyi részvény eszk.,2025-06-18,3.1961,2025-06-19,3.157,-0.0122,51.4872,0.9878,0.9972,-0.28
311,Globális növekedési részvény eszközalap,2025-06-18,2.2384,2025-06-19,2.238,-0.0002,36.3471,0.9998,0.9816,-1.84
312,Kiegyensúlyozott vegyes eszközalap - D,2025-06-18,1.3653,2025-06-19,1.3655,0.0001,21.9309,1.0001,0.9941,-0.59
313,Latin-amerikai részvény eszközalap,2025-06-18,1.0906,2025-06-19,1.0905,0.0,17.4391,1.0,0.9893,-1.07
314,Magas kötvény arányú vegyes eszk. - D,2025-06-18,1.09,2025-06-19,1.091,0.0009,17.4764,1.0009,0.9956,-0.44
315,Magas védelmû vegyes eszközalap,2025-06-18,1.0888,2025-06-19,1.088,-0.0007,17.4699,0.9993,0.9951,-0.49
316,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-18,3.2205,2025-06-19,3.2175,-0.0009,52.4072,0.9991,0.9799,-2.01
317,Nyersanyagpiaci részvény eszközalap,2025-06-18,1.3037,2025-06-19,1.3,-0.0029,21.0854,0.9971,0.991,-0.9
318,Presztízs- és luxusmárkák rv. ea.,2025-06-18,3.2877,2025-06-19,3.2794,-0.0025,53.3462,0.9975,0.9585,-4.15
319,USA részvény eszközalap,2025-06-18,4.0948,2025-06-19,4.1,0.0013,66.206,1.0013,0.9894,-1.06
320,Ázsia kötvény eszközalap,2025-06-18,2.2101,2025-06-19,2.2203,0.0046,35.5917,1.0046,1.0025,0.25
321,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-19,0.9217,2025-06-20,0.9217,0.0,15.7061,1.0,0.9968,-0.32
322,Euró likviditás eszközalap - D,2025-06-19,0.9242,2025-06-20,0.9242,0.0,15.7106,1.0,0.9984,-0.16
323,Európai ingatlancégek részv. eszközalap,2025-06-19,1.9122,2025-06-20,1.901,-0.0059,32.1145,0.9941,0.976,-2.4
324,Európai kötvény eszközalap - D,2025-06-19,1.2348,2025-06-20,1.2326,-0.0018,20.9606,0.9982,0.9949,-0.51
325,Európai részvény eszközalap,2025-06-19,2.4795,2025-06-20,2.4523,-0.011,42.9251,0.989,0.9683,-3.17
326,Európai vállalati kötvény eszközalap,2025-06-19,1.3149,2025-06-20,1.3135,-0.0011,22.3177,0.9989,0.9965,-0.35
327,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-19,1.0194,2025-06-20,1.0061,-0.013,17.4777,0.987,0.9797,-2.03
328,Fejlõdõ ázsiai részvény eszközalap,2025-06-19,1.9917,2025-06-20,1.9668,-0.0125,33.6031,0.9875,1.0058,0.58
329,Fenntartható növekedés részvény eszk.,2025-06-19,2.9803,2025-06-20,2.9803,0.0,51.341,1.0,0.9891,-1.09
330,Globális egészségügyi részvény eszk.,2025-06-19,3.157,2025-06-20,3.1674,0.0033,54.6442,1.0033,1.0005,0.05
331,Globális növekedési részvény eszközalap,2025-06-19,2.238,2025-06-20,2.238,0.0,38.5851,1.0,0.9816,-1.84
332,Kiegyensúlyozott vegyes eszközalap - D,2025-06-19,1.3655,2025-06-20,1.3631,-0.0018,23.2964,0.9982,0.9923,-0.77
333,Latin-amerikai részvény eszközalap,2025-06-19,1.0905,2025-06-20,1.084,-0.006,18.5296,0.994,0.9834,-1.66
334,Magas kötvény arányú vegyes eszk. - D,2025-06-19,1.091,2025-06-20,1.0891,-0.0018,18.5674,0.9982,0.9938,-0.62
335,Magas védelmû vegyes eszközalap,2025-06-19,1.088,2025-06-20,1.0856,-0.0023,18.5579,0.9977,0.9928,-0.72
336,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-19,3.2175,2025-06-20,3.2066,-0.0034,55.6247,0.9966,0.9766,-2.34
337,Nyersanyagpiaci részvény eszközalap,2025-06-19,1.3,2025-06-20,1.2854,-0.0112,22.3854,0.9888,0.9799,-2.01
338,Presztízs- és luxusmárkák rv. ea.,2025-06-19,3.2794,2025-06-20,3.2427,-0.0112,56.6256,0.9888,0.9477,-5.23
339,USA részvény eszközalap,2025-06-19,4.1,2025-06-20,4.0999,0.0,70.306,1.0,0.9894,-1.06
340,Ázsia kötvény eszközalap,2025-06-19,2.2203,2025-06-20,2.225,0.0021,37.812,1.0021,1.0047,0.47
341,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-20,0.9217,2025-06-21,0.919,-0.0029,16.6278,0.9971,0.9939,-0.61
342,Euró likviditás eszközalap - D,2025-06-20,0.9242,2025-06-21,0.9242,-0.0001,16.6348,0.9999,0.9983,-0.17
343,Európai ingatlancégek részv. eszközalap,2025-06-20,1.901,2025-06-21,1.9094,0.0044,34.0155,1.0044,0.9803,-1.97
344,Európai kötvény eszközalap - D,2025-06-20,1.2326,2025-06-21,1.2327,0.0001,22.1932,1.0001,0.995,-0.5
345,Európai részvény eszközalap,2025-06-20,2.4523,2025-06-21,2.4696,0.0071,45.3774,1.0071,0.9752,-2.48
346,Európai vállalati kötvény eszközalap,2025-06-20,1.3135,2025-06-21,1.313,-0.0004,23.6312,0.9996,0.9961,-0.39
347,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-20,1.0061,2025-06-21,1.0075,0.0015,18.4838,1.0015,0.9812,-1.88
348,Fejlõdõ ázsiai részvény eszközalap,2025-06-20,1.9668,2025-06-21,1.985,0.0093,35.5699,1.0093,1.0152,1.52
349,Fenntartható növekedés részvény eszk.,2025-06-20,2.9803,2025-06-21,2.9604,-0.0067,54.3213,0.9933,0.9825,-1.75
350,Globális egészségügyi részvény eszk.,2025-06-20,3.1674,2025-06-21,3.1543,-0.0041,57.8116,0.9959,0.9964,-0.36
351,Globális növekedési részvény eszközalap,2025-06-20,2.238,2025-06-21,2.2304,-0.0034,40.8231,0.9966,0.9783,-2.17
352,Kiegyensúlyozott vegyes eszközalap - D,2025-06-20,1.3631,2025-06-21,1.3621,-0.0007,24.6595,0.9993,0.9916,-0.84
353,Latin-amerikai részvény eszközalap,2025-06-20,1.084,2025-06-21,1.0741,-0.0091,19.6136,0.9909,0.9744,-2.56
354,Magas kötvény arányú vegyes eszk. - D,2025-06-20,1.0891,2025-06-21,1.0887,-0.0003,19.6565,0.9997,0.9935,-0.65
355,Magas védelmû vegyes eszközalap,2025-06-20,1.0856,2025-06-21,1.0867,0.001,19.6435,1.001,0.9938,-0.62
356,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-20,3.2066,2025-06-21,3.2136,0.0022,58.8313,1.0022,0.9787,-2.13
357,Nyersanyagpiaci részvény eszközalap,2025-06-20,1.2854,2025-06-21,1.2854,0.0,23.6708,1.0,0.9799,-2.01
358,Presztízs- és luxusmárkák rv. ea.,2025-06-20,3.2427,2025-06-21,3.2727,0.0092,59.8683,1.0092,0.9565,-4.35
359,USA részvény eszközalap,2025-06-20,4.0999,2025-06-21,4.0915,-0.0021,74.4059,0.9979,0.9873,-1.27
360,Ázsia kötvény eszközalap,2025-06-20,2.225,2025-06-21,2.2163,-0.0039,40.037,0.9961,1.0007,0.07
361,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-21,0.919,2025-06-21,0.919,0.0,17.5468,1.0,0.9939,-0.61
362,Euró likviditás eszközalap - D,2025-06-21,0.9242,2025-06-21,0.9242,0.0,17.559,1.0,0.9983,-0.17
363,Európai ingatlancégek részv. eszközalap,2025-06-21,1.9094,2025-06-21,1.9094,0.0,35.9249,1.0,0.9803,-1.97
364,Európai kötvény eszközalap - D,2025-06-21,1.2327,2025-06-21,1.2327,0.0,23.4259,1.0,0.995,-0.5
365,Európai részvény eszközalap,2025-06-21,2.4696,2025-06-21,2.4696,0.0,47.847,1.0,0.9752,-2.48
366,Európai vállalati kötvény eszközalap,2025-06-21,1.313,2025-06-21,1.313,0.0,24.9442,1.0,0.9961,-0.39
367,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-21,1.0075,2025-06-21,1.0075,0.0,19.4913,1.0,0.9812,-1.88
368,Fejlõdõ ázsiai részvény eszközalap,2025-06-21,1.985,2025-06-21,1.985,0.0,37.5549,1.0,1.0152,1.52
369,Fenntartható növekedés részvény eszk.,2025-06-21,2.9604,2025-06-21,2.9604,0.0,57.2817,1.0,0.9825,-1.75
370,Globális egészségügyi részvény eszk.,2025-06-21,3.1543,2025-06-21,3.1543,0.0,60.9659,1.0,0.9964,-0.36
371,Globális növekedési részvény eszközalap,2025-06-21,2.2304,2025-06-21,2.2304,0.0,43.0535,1.0,0.9783,-2.17
372,Kiegyensúlyozott vegyes eszközalap - D,2025-06-21,1.3621,2025-06-21,1.3621,0.0,26.0216,1.0,0.9916,-0.84
373,Latin-amerikai részvény eszközalap,2025-06-21,1.0741,2025-06-21,1.0741,0.0,20.6877,1.0,0.9744,-2.56
374,Magas kötvény arányú vegyes eszk. - D,2025-06-21,1.0887,2025-06-21,1.0887,0.0,20.7452,1.0,0.9935,-0.65
375,Magas védelmû vegyes eszközalap,2025-06-21,1.0867,2025-06-21,1.0867,0.0,20.7302,1.0,0.9938,-0.62
376,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-21,3.2136,2025-06-21,3.2136,0.0,62.0449,1.0,0.9787,-2.13
377,Nyersanyagpiaci részvény eszközalap,2025-06-21,1.2854,2025-06-21,1.2854,0.0,24.9562,1.0,0.9799,-2.01
378,Presztízs- és luxusmárkák rv. ea.,2025-06-21,3.2727,2025-06-21,3.2727,0.0,63.141,1.0,0.9565,-4.35
379,USA részvény eszközalap,2025-06-21,4.0915,2025-06-21,4.0915,0.0,78.4974,1.0,0.9873,-1.27
380,Ázsia kötvény eszközalap,2025-06-21,2.2163,2025-06-21,2.2163,0.0,42.2533,1.0,1.0007,0.07
381,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-22,0.919,2025-06-22,0.919,0.0,18.4658,1.0,0.9939,-0.61
382,Euró likviditás eszközalap - D,2025-06-22,0.9242,2025-06-22,0.9242,0.0,18.4832,1.0,0.9983,-0.17
383,Európai ingatlancégek részv. eszközalap,2025-06-22,1.9094,2025-06-22,1.9094,0.0,37.8343,1.0,0.9803,-1.97
384,Európai kötvény eszközalap - D,2025-06-22,1.2327,2025-06-22,1.2327,0.0,24.6586,1.0,0.995,-0.5
385,Európai részvény eszközalap,2025-06-22,2.4696,2025-06-22,2.4696,0.0,50.3166,1.0,0.9752,-2.48
386,Európai vállalati kötvény eszközalap,2025-06-22,1.313,2025-06-22,1.313,0.0,26.2572,1.0,0.9961,-0.39
387,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-22,1.0075,2025-06-22,1.0075,0.0,20.4988,1.0,0.9812,-1.88
388,Fejlõdõ ázsiai részvény eszközalap,2025-06-22,1.985,2025-06-22,1.985,0.0,39.5399,1.0,1.0152,1.52
389,Fenntartható növekedés részvény eszk.,2025-06-22,2.9604,2025-06-22,2.9604,0.0,60.2421,1.0,0.9825,-1.75
390,Globális egészségügyi részvény eszk.,2025-06-22,3.1543,2025-06-22,3.1543,0.0,64.1202,1.0,0.9964,-0.36
391,Globális növekedési részvény eszközalap,2025-06-22,2.2304,2025-06-22,2.2304,0.0,45.2839,1.0,0.9783,-2.17
392,Kiegyensúlyozott vegyes eszközalap - D,2025-06-22,1.3621,2025-06-22,1.3621,0.0,27.3837,1.0,0.9916,-0.84
393,Latin-amerikai részvény eszközalap,2025-06-22,1.0741,2025-06-22,1.0741,0.0,21.7618,1.0,0.9744,-2.56
394,Magas kötvény arányú vegyes eszk. - D,2025-06-22,1.0887,2025-06-22,1.0887,0.0,21.8339,1.0,0.9935,-0.65
395,Magas védelmû vegyes eszközalap,2025-06-22,1.0867,2025-06-22,1.0867,0.0,21.8169,1.0,0.9938,-0.62
396,Nemz. élelmiszeripari cégek rv. ea - D,2025-06-22,3.2136,2025-06-22,3.2136,0.0,65.2585,1.0,0.9787,-2.13
397,Nyersanyagpiaci részvény eszközalap,2025-06-22,1.2854,2025-06-22,1.2854,0.0,26.2416,1.0,0.9799,-2.01
398,Presztízs- és luxusmárkák rv. ea.,2025-06-22,3.2727,2025-06-22,3.2727,0.0,66.4137,1.0,0.9565,-4.35
399,USA részvény eszközalap,2025-06-22,4.0915,2025-06-22,4.0915,0.0,82.5889,1.0,0.9873,-1.27
400,Ázsia kötvény eszközalap,2025-06-22,2.2163,2025-06-22,2.2163,0.0,44.4696,1.0,1.0007,0.07
401,Aktív hozamfigyelõ vegyes eszközalap - D,2025-06-23,0.919,2025-06-23,0.919,0.0,19.3848,1.0,0.9939,-0.61
402,Euró likviditás eszközalap - D,2025-06-23,0.9242,2025-06-23,0.9242,0.0,19.4074,1.0,0.9983,-0.17
403,Európai ingatlancégek részv. eszközalap,2025-06-23,1.9094,2025-06-23,1.9094,0.0,39.7437,1.0,0.9803,-1.97
404,Európai kötvény eszközalap - D,2025-06-23,1.2327,2025-06-23,1.2327,0.0,25.8913,1.0,0.995,-0.5
405,Európai részvény eszközalap,2025-06-23,2.4696,2025-06-23,2.4696,0.0,52.7862,1.0,0.9752,-2.48
406,Európai vállalati kötvény eszközalap,2025-06-23,1.313,2025-06-23,1.313,0.0,27.5702,1.0,0.9961,-0.39
407,Fejlõdõ piaci részvény ESG eszközalap-D,2025-06-23,1.0075,2025-06-23,1.0075,0.0,21.5063,1.0,0.9812,-1.88
408,Fejlõdõ ázsiai részvény eszközalap,2025-06-23,1.985,2025-06-23,1.985,0.0,41.5249,1.0,1.0152,1.52
